Timepoint	Time [s]	Object ID	X	Y	Tracked Nuclei - Age [s]	Tracked Nuclei - Current Displacement X [µm]	Tracked Nuclei - Current Displacement Y [µm]	Tracked Nuclei - Track Point X	Tracked Nuclei - Track Point Y	Tracked Nuclei - Current Step Size [µm]	Tracked Nuclei - Current Speed [µm/s]	Tracks: Tracked Nuclei - Start Type	Tracks: Tracked Nuclei - End Type	Tracks: Tracked Nuclei - Parent ID	Tracks: Tracked Nuclei - Root ID	Tracks: Tracked Nuclei - Accumulated Distance [µm]	Tracks: Tracked Nuclei - Displacement [µm]
26	52	198	466	326	52.03	0.9932	0.4966	466	334	1.68	0.8367	Begin	End	198	198	17.47	1.57
27	54	198	463	328	54.05	0	-0.9932	464	331	0.8953	0.4476	Begin	End	198	198	17.47	1.57
28	56	198	464	326	56.03	0	-0.9932	464	331	0.4966	0.2504	Begin	End	198	198	17.47	1.57
29	58	198	465	323	58.01	-0.9932	-0.9932	462	331	0.7449	0.3709	Begin	End	198	198	17.47	1.57
30	60	198	464	324	60.05	-0.9932	-0.4966	462	332	0.4966	0.2463	Begin	End	198	198	17.47	1.57
31	62	198	463	324	62.05	-1.49	-0.4966	461	332	0.4966	0.2483	Begin	End	198	198	17.47	1.57
0	0	201	444	332	0	0	0	445	333	0.4966	0.2446	Begin	End	201	201	15.66	0
1	2	201	445	331	2.03	0	-0.4966	445	332	0.4966	0.2454	Begin	End	201	201	15.66	0
2	4	201	445	331	4.047	-0.4966	-0.4966	444	332	0.8035	0.4001	Begin	End	201	201	15.66	0
3	6	201	447	331	6.047	0.4966	0	446	333	0.9064	0.4551	Begin	End	201	201	15.66	0
4	8	201	445	331	8.03	0	-0.4966	445	332	0.3512	0.1763	Begin	End	201	201	15.66	0
5	10	201	445	331	10.03	0	-0.4966	445	332	0.2483	0.1236	Begin	End	201	201	15.66	0
6	12	201	443	331	12.05	-0.4966	-0.4966	444	332	0.4966	0.2473	Begin	End	201	201	15.66	0
7	14	201	444	331	14.05	0	-0.4966	445	332	0.4966	0.2494	Begin	End	201	201	15.66	0
8	16	201	444	330	16.03	-0.4966	-0.4966	444	332	0.2483	0.1242	Begin	End	201	201	15.66	0
9	18	201	444	331	18.05	-0.4966	-0.4966	444	332	0	0	Begin	End	201	201	15.66	0
10	20	201	444	331	20.01	-0.4966	-0.4966	444	332	0.2483	0.1236	Begin	End	201	201	15.66	0
11	22	201	444	330	22.06	-0.4966	-0.9932	444	331	0.4966	0.2483	Begin	End	201	201	15.66	0
12	24	201	445	331	24.01	-0.4966	-0.4966	444	332	0.4966	0.2483	Begin	End	201	201	15.66	0
13	26	201	445	331	26.06	0	-0.4966	445	332	0.4966	0.2473	Begin	End	201	201	15.66	0
14	28	201	444	331	28.03	-0.4966	-0.4966	444	332	0.2483	0.1252	Begin	End	201	201	15.66	0
15	30	201	444	330	30.03	-0.4966	-0.4966	444	332	0	0	Begin	End	201	201	15.66	0
16	32	201	445	330	32.05	-0.4966	-0.4966	444	332	0.2483	0.1236	Begin	End	201	201	15.66	0
17	34	201	444	330	34.05	-0.4966	-0.9932	444	331	0.5995	0.301	Begin	End	201	201	15.66	0
18	36	201	443	330	36.03	-0.9932	-0.4966	443	332	0.7023	0.3527	Begin	End	201	201	15.66	0
19	38	201	445	331	38.03	-0.4966	-0.9932	444	331	0.5995	0.2997	Begin	End	201	201	15.66	0
20	40	201	443	330	40.03	-0.9932	-0.9932	443	331	0.4966	0.2483	Begin	End	201	201	15.66	0
21	42	201	442	331	42.03	-0.9932	-0.4966	443	332	0.5995	0.2997	Begin	End	201	201	15.66	0
22	44	201	444	330	44.03	-0.4966	-0.9932	444	331	0.5995	0.2985	Begin	End	201	201	15.66	0
23	46	201	444	331	46.05	-0.4966	-0.4966	444	332	0.4966	0.2493	Begin	End	201	201	15.66	0
24	48	201	443	331	48.01	-0.9932	-0.4966	443	332	0.4966	0.2494	Begin	End	201	201	15.66	0
25	50	201	443	331	50.03	-0.4966	-0.4966	444	332	0.7449	0.371	Begin	End	201	201	15.66	0
26	52	201	443	331	52.03	-1.49	-0.4966	442	332	0.8478	0.4221	Begin	End	201	201	15.66	0
27	54	201	444	331	54.05	-0.9932	-0.9932	443	331	0.9064	0.4532	Begin	End	201	201	15.66	0
28	56	201	445	331	56.03	0	-0.4966	445	332	0.8035	0.4051	Begin	End	201	201	15.66	0
29	58	201	446	331	58.01	0.4966	-0.4966	446	332	0.4966	0.2473	Begin	End	201	201	15.66	0
30	60	201	446	332	60.05	0.4966	0	446	333	0.4966	0.2463	Begin	End	201	201	15.66	0
31	62	201	446	332	62.05	0	0	445	333	0.4966	0.2483	Begin	End	201	201	15.66	0
0	0	203	140	340	0	0	0	140	342	0.7023	0.346	Begin	End	203	203	48.87	1.57
1	2	203	140	341	2.03	0.4966	0.4966	141	343	0.9064	0.4479	Begin	End	203	203	48.87	1.57
2	4	203	136	339	4.047	-0.4966	0	139	342	0.9064	0.4513	Begin	End	203	203	48.87	1.57
3	6	203	138	341	6.047	0	-0.4966	140	341	1.593	0.7997	Begin	End	203	203	48.87	1.57
4	8	203	136	344	8.03	-1.986	0.9932	136	344	1.49	0.7481	Begin	End	203	203	48.87	1.57
5	10	203	138	345	10.03	-1.49	0.9932	137	344	0.8035	0.4001	Begin	End	203	203	48.87	1.57
6	12	203	136	347	12.05	-0.9932	1.986	138	346	1.666	0.8293	Begin	End	203	203	48.87	1.57
7	14	203	142	343	14.05	0	0	140	342	1.813	0.9103	Begin	End	203	203	48.87	1.57
8	16	203	138	339	16.03	-0.9932	-0.9932	138	340	0.7023	0.3512	Begin	End	203	203	48.87	1.57
9	18	203	137	340	18.05	-0.9932	-0.9932	138	340	0.3512	0.1763	Begin	End	203	203	48.87	1.57
10	20	203	140	340	20.01	-0.4966	-0.4966	139	341	1.941	0.9664	Begin	End	203	203	48.87	1.57
11	22	203	143	334	22.06	1.49	-2.98	143	336	2.375	1.188	Begin	End	203	203	48.87	1.57
12	24	203	143	337	24.01	1.986	-1.49	144	339	1.34	0.6702	Begin	End	203	203	48.87	1.57
13	26	203	139	337	26.06	0.9932	-1.986	142	338	1.258	0.6263	Begin	End	203	203	48.87	1.57
14	28	203	143	337	28.03	1.986	-0.9932	144	340	1.726	0.8705	Begin	End	203	203	48.87	1.57
15	30	203	138	338	30.03	0	-1.49	140	339	2.472	1.231	Begin	End	203	203	48.87	1.57
16	32	203	145	335	32.05	2.483	-2.98	145	336	2.558	1.274	Begin	End	203	203	48.87	1.57
17	34	203	143	340	34.05	1.49	-0.9932	143	340	2.377	1.193	Begin	End	203	203	48.87	1.57
18	36	203	144	333	36.03	1.986	-3.476	144	335	2.29	1.15	Begin	End	203	203	48.87	1.57
19	38	203	141	339	38.03	1.49	-1.49	143	339	1.579	0.7895	Begin	End	203	203	48.87	1.57
20	40	203	142	341	40.03	0.9932	-0.4966	142	341	1.797	0.8984	Begin	End	203	203	48.87	1.57
21	42	203	142	334	42.03	0.9932	-2.98	142	336	2.508	1.254	Begin	End	203	203	48.87	1.57
22	44	203	142	340	44.03	1.49	-0.4966	143	341	2.011	1.001	Begin	End	203	203	48.87	1.57
23	46	203	143	338	46.05	1.49	-1.986	143	338	1.855	0.9314	Begin	End	203	203	48.87	1.57
24	48	203	141	342	48.01	0.4966	0	141	342	1.896	0.9519	Begin	End	203	203	48.87	1.57
25	50	203	140	341	50.03	0	1.49	140	345	1.034	0.5147	Begin	End	203	203	48.87	1.57
26	52	203	140	343	52.03	0	0.9932	140	344	1.144	0.5694	Begin	End	203	203	48.87	1.57
27	54	203	137	340	54.05	-1.49	0	137	342	1.392	0.6959	Begin	End	203	203	48.87	1.57
28	56	203	135	345	56.03	-1.49	0.9932	137	344	1.834	0.9245	Begin	End	203	203	48.87	1.57
29	58	203	143	343	58.01	0.9932	0	142	342	2.122	1.057	Begin	End	203	203	48.87	1.57
30	60	203	143	340	60.05	0.4966	-1.49	141	339	0.7852	0.3894	Begin	End	203	203	48.87	1.57
31	62	203	139	339	62.05	0.4966	-1.49	141	339	0	0	Begin	End	203	203	48.87	1.57
0	0	204	981	348	0	0	0	987	348	0.7023	0.346	Begin	End	204	204	15.46	4.442
1	2	204	981	347	2.03	-0.4966	-0.4966	986	347	0.5995	0.2963	Begin	End	204	204	15.46	4.442
2	4	204	979	347	4.047	-0.9932	-0.4966	985	347	0.2483	0.1236	Begin	End	204	204	15.46	4.442
3	6	204	990	347	6.047	-0.9932	-0.4966	985	347	0.2483	0.1247	Begin	End	204	204	15.46	4.442
4	8	204	990	346	8.03	-0.9932	-0.9932	985	346	0.4966	0.2494	Begin	End	204	204	15.46	4.442
5	10	204	991	346	10.03	-0.9932	-0.4966	985	347	0.2483	0.1236	Begin	End	204	204	15.46	4.442
6	12	204	993	343	12.05	-0.9932	-0.4966	985	347	0.2483	0.1236	Begin	End	204	204	15.46	4.442
7	14	204	979	347	14.05	-0.9932	-0.9932	985	346	0.4966	0.2494	Begin	End	204	204	15.46	4.442
8	16	204	993	342	16.03	-0.9932	-0.4966	985	347	0.4966	0.2483	Begin	End	204	204	15.46	4.442
9	18	204	991	345	18.05	-0.9932	-0.9932	985	346	0.4966	0.2493	Begin	End	204	204	15.46	4.442
10	20	204	993	342	20.01	-1.49	-0.9932	984	346	0.2483	0.1236	Begin	End	204	204	15.46	4.442
11	22	204	993	342	22.06	-1.49	-0.9932	984	346	0.2483	0.1242	Begin	End	204	204	15.46	4.442
12	24	204	991	345	24.01	-0.9932	-0.9932	985	346	0.5995	0.2997	Begin	End	204	204	15.46	4.442
13	26	204	992	343	26.06	-1.49	-1.49	984	345	0.3512	0.1749	Begin	End	204	204	15.46	4.442
14	28	204	975	343	28.03	-1.49	-1.49	984	345	0.3512	0.1771	Begin	End	204	204	15.46	4.442
15	30	204	975	341	30.03	-1.986	-1.986	983	344	0.5995	0.2985	Begin	End	204	204	15.46	4.442
16	32	204	978	343	32.05	-1.49	-1.986	984	344	0.5995	0.2985	Begin	End	204	204	15.46	4.442
17	34	204	991	344	34.05	-0.9932	-1.49	985	345	0.5995	0.301	Begin	End	204	204	15.46	4.442
18	36	204	979	345	36.03	-1.49	-1.49	984	345	0.2483	0.1247	Begin	End	204	204	15.46	4.442
19	38	204	978	344	38.03	-1.49	-1.49	984	345	0.2483	0.1242	Begin	End	204	204	15.46	4.442
20	40	204	977	342	40.03	-1.49	-1.986	984	344	0.5995	0.2997	Begin	End	204	204	15.46	4.442
21	42	204	979	341	42.03	-0.9932	-2.483	985	343	0.5995	0.2997	Begin	End	204	204	15.46	4.442
22	44	204	979	342	44.03	-0.4966	-2.483	986	343	0.2483	0.1236	Begin	End	204	204	15.46	4.442
23	46	204	979	341	46.05	-0.4966	-2.483	986	343	0.2483	0.1247	Begin	End	204	204	15.46	4.442
24	48	204	981	342	48.01	-0.9932	-2.483	985	343	0.4966	0.2494	Begin	End	204	204	15.46	4.442
25	50	204	981	341	50.03	-0.9932	-2.98	985	342	0.4966	0.2473	Begin	End	204	204	15.46	4.442
26	52	204	978	339	52.03	-1.49	-2.98	984	342	0.8035	0.4001	Begin	End	204	204	15.46	4.442
27	54	204	977	339	54.05	-2.483	-3.476	982	341	0.8035	0.4018	Begin	End	204	204	15.46	4.442
28	56	204	976	338	56.03	-1.986	-3.476	983	341	0.4966	0.2504	Begin	End	204	204	15.46	4.442
29	58	204	977	339	58.01	-1.986	-2.98	983	342	0.9506	0.4733	Begin	End	204	204	15.46	4.442
30	60	204	975	337	60.05	-2.98	-3.973	981	340	1.199	0.5946	Begin	End	204	204	15.46	4.442
31	62	204	980	340	62.05	-1.986	-3.973	983	340	0.9932	0.4966	Begin	End	204	204	15.46	4.442
0	0	205	784	348	0	0	0	785	349	0.7023	0.346	Begin	End	205	205	34.94	2.674
1	2	205	783	348	2.03	0.4966	-0.4966	786	348	0.5995	0.2963	Begin	End	205	205	34.94	2.674
2	4	205	783	348	4.047	0	-0.4966	785	348	0.2483	0.1236	Begin	End	205	205	34.94	2.674
3	6	205	783	348	6.047	0	-0.4966	785	348	0.2483	0.1247	Begin	End	205	205	34.94	2.674
4	8	205	785	347	8.03	0	0	785	349	0.4966	0.2494	Begin	End	205	205	34.94	2.674
5	10	205	783	347	10.03	0	-0.4966	785	348	0.4966	0.2473	Begin	End	205	205	34.94	2.674
6	12	205	786	345	12.05	0	-0.9932	785	347	1.49	0.7418	Begin	End	205	205	34.94	2.674
7	14	205	786	342	14.05	1.49	-2.98	788	343	1.738	0.8728	Begin	End	205	205	34.94	2.674
8	16	205	788	341	16.03	2.483	-2.98	790	343	1.199	0.5995	Begin	End	205	205	34.94	2.674
9	18	205	787	339	18.05	1.49	-3.973	788	341	1.405	0.7051	Begin	End	205	205	34.94	2.674
10	20	205	781	341	20.01	0.4966	-2.98	786	343	1.053	0.5245	Begin	End	205	205	34.94	2.674
11	22	205	788	343	22.06	0	-2.483	785	344	0.5995	0.2997	Begin	End	205	205	34.94	2.674
12	24	205	782	342	24.01	0	-2.98	785	343	0.4966	0.2483	Begin	End	205	205	34.94	2.674
13	26	205	785	341	26.06	0.4966	-2.98	786	343	0.4966	0.2473	Begin	End	205	205	34.94	2.674
14	28	205	785	341	28.03	0	-2.98	785	343	0.5995	0.3023	Begin	End	205	205	34.94	2.674
15	30	205	781	341	30.03	0.4966	-3.476	786	342	0.7023	0.3497	Begin	End	205	205	34.94	2.674
16	32	205	782	342	32.05	0	-2.98	785	343	0.7023	0.3497	Begin	End	205	205	34.94	2.674
17	34	205	784	340	34.05	0.4966	-3.476	786	342	0.3512	0.1763	Begin	End	205	205	34.94	2.674
18	36	205	782	341	36.03	0.4966	-3.476	786	342	0.3512	0.1763	Begin	End	205	205	34.94	2.674
19	38	205	781	342	38.03	0	-2.98	785	343	0.3512	0.1756	Begin	End	205	205	34.94	2.674
20	40	205	789	343	40.03	0	-2.98	785	343	0.2483	0.1242	Begin	End	205	205	34.94	2.674
21	42	205	783	341	42.03	0.4966	-2.98	786	343	1.49	0.7449	Begin	End	205	205	34.94	2.674
22	44	205	789	338	44.03	2.483	-4.47	790	340	1.49	0.7418	Begin	End	205	205	34.94	2.674
23	46	205	791	338	46.05	2.98	-4.47	791	340	0.4966	0.2493	Begin	End	205	205	34.94	2.674
24	48	205	791	339	48.01	2.483	-4.47	790	340	1.034	0.519	Begin	End	205	205	34.94	2.674
25	50	205	791	333	50.03	3.973	-4.966	793	339	1.778	0.8857	Begin	End	205	205	34.94	2.674
26	52	205	788	336	52.03	1.986	-4.966	789	339	1.242	0.6181	Begin	End	205	205	34.94	2.674
27	54	205	788	334	54.05	1.986	-4.47	789	340	1.914	0.957	Begin	End	205	205	34.94	2.674
28	56	205	796	340	56.03	4.966	-2.98	795	343	4.021	2.027	Begin	End	205	205	34.94	2.674
29	58	205	790	350	58.01	3.476	1.49	792	352	2.911	1.449	Begin	End	205	205	34.94	2.674
30	60	205	790	348	60.05	2.483	0.9932	790	351	2.446	1.213	Begin	End	205	205	34.94	2.674
31	62	205	785	343	62.05	0.9932	-2.483	787	344	3.782	1.891	Begin	End	205	205	34.94	2.674
0	0	206	872	350	0	0	0	877	349	0.9932	0.4893	Begin	End	206	206	18.01	1.791
1	2	206	882	346	2.03	-0.9932	0	875	349	0.7449	0.3681	Begin	End	206	206	18.01	1.791
2	4	206	873	349	4.047	-0.4966	0	876	349	0.2483	0.1236	Begin	End	206	206	18.01	1.791
3	6	206	872	350	6.047	-0.4966	0	876	349	0.2483	0.1247	Begin	End	206	206	18.01	1.791
4	8	206	875	349	8.03	0	0	877	349	0.5995	0.301	Begin	End	206	206	18.01	1.791
5	10	206	873	349	10.03	-0.4966	-0.4966	876	348	0.7023	0.3497	Begin	End	206	206	18.01	1.791
6	12	206	877	347	12.05	0	0	877	349	0.9064	0.4513	Begin	End	206	206	18.01	1.791
7	14	206	876	347	14.05	-0.9932	0.4966	875	350	0.9064	0.4551	Begin	End	206	206	18.01	1.791
8	16	206	874	349	16.03	-1.49	0.9932	874	351	0.5995	0.2997	Begin	End	206	206	18.01	1.791
9	18	206	875	349	18.05	-1.49	1.49	874	352	0.5995	0.3009	Begin	End	206	206	18.01	1.791
10	20	206	878	346	20.01	-0.9932	0.9932	875	351	0.7023	0.3497	Begin	End	206	206	18.01	1.791
11	22	206	876	348	22.06	-1.49	1.49	874	352	0.9064	0.4532	Begin	End	206	206	18.01	1.791
12	24	206	878	346	24.01	-0.9932	0.4966	875	350	0.9064	0.4532	Begin	End	206	206	18.01	1.791
13	26	206	875	348	26.06	-1.49	0.9932	874	351	0.7023	0.3498	Begin	End	206	206	18.01	1.791
14	28	206	879	343	28.03	-1.986	0.4966	873	350	0.5995	0.3023	Begin	End	206	206	18.01	1.791
15	30	206	877	346	30.03	-1.49	0.4966	874	350	0.4966	0.2473	Begin	End	206	206	18.01	1.791
16	32	206	880	344	32.05	-0.9932	0.4966	875	350	0.4966	0.2473	Begin	End	206	206	18.01	1.791
17	34	206	879	347	34.05	-0.4966	0.4966	876	350	0.5995	0.301	Begin	End	206	206	18.01	1.791
18	36	206	881	344	36.03	0	0	877	349	0.7023	0.3527	Begin	End	206	206	18.01	1.791
19	38	206	879	343	38.03	-0.4966	-0.4966	876	348	0.7023	0.3512	Begin	End	206	206	18.01	1.791
20	40	206	882	343	40.03	0	0	877	349	0.5995	0.2997	Begin	End	206	206	18.01	1.791
21	42	206	881	346	42.03	0	0.4966	877	350	0.8035	0.4018	Begin	End	206	206	18.01	1.791
22	44	206	879	347	44.03	0.4966	-0.4966	878	348	0.8035	0.4001	Begin	End	206	206	18.01	1.791
23	46	206	880	347	46.05	0.4966	0	878	349	0.4966	0.2493	Begin	End	206	206	18.01	1.791
24	48	206	880	346	48.01	0.4966	-0.4966	878	348	0.2483	0.1247	Begin	End	206	206	18.01	1.791
25	50	206	875	349	50.03	0.4966	-0.4966	878	348	0.2483	0.1237	Begin	End	206	206	18.01	1.791
26	52	206	879	345	52.03	0.4966	-0.9932	878	347	0.4966	0.2473	Begin	End	206	206	18.01	1.791
27	54	206	880	345	54.05	0.4966	-0.4966	878	348	0.5995	0.2997	Begin	End	206	206	18.01	1.791
28	56	206	877	346	56.03	0.9932	-0.9932	879	347	0.3512	0.177	Begin	End	206	206	18.01	1.791
29	58	206	878	346	58.01	0.9932	-0.9932	879	347	0	0	Begin	End	206	206	18.01	1.791
30	60	206	879	346	60.05	0.9932	-0.9932	879	347	0.2483	0.1231	Begin	End	206	206	18.01	1.791
31	62	206	878	347	62.05	1.49	-0.9932	880	347	0.4966	0.2483	Begin	End	206	206	18.01	1.791
0	0	208	352	352	0	0	0	346	358	0.7023	0.346	Begin	End	208	208	6.988	0.4966
1	2	208	349	359	2.03	0.4966	0.4966	347	359	0.3512	0.1735	Begin	End	208	208	6.988	0.4966
2	4	208	350	356	4.047	0.4966	0.4966	347	359	0.2483	0.1236	Begin	End	208	208	6.988	0.4966
3	6	208	349	357	6.047	0.4966	0	347	358	0.5995	0.301	Begin	End	208	208	6.988	0.4966
4	8	208	349	355	8.03	0	-0.4966	346	357	0.3512	0.1763	Begin	End	208	208	6.988	0.4966
5	10	208	350	355	10.03	0	-0.4966	346	357	0.3512	0.1748	Begin	End	208	208	6.988	0.4966
6	12	208	349	357	12.05	0.4966	0	347	358	0.7023	0.3497	Begin	End	208	208	6.988	0.4966
7	14	208	351	351	14.05	0	-0.4966	346	357	0.3512	0.1763	Begin	End	208	208	6.988	0.4966
8	16	208	349	355	16.03	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
9	18	208	351	352	18.05	0	-0.4966	346	357	0.2483	0.1247	Begin	End	208	208	6.988	0.4966
10	20	208	349	357	20.01	0	0	346	358	0.4966	0.2473	Begin	End	208	208	6.988	0.4966
11	22	208	349	358	22.06	0.4966	0	347	358	0.2483	0.1242	Begin	End	208	208	6.988	0.4966
12	24	208	350	357	24.01	0.4966	0	347	358	0	0	Begin	End	208	208	6.988	0.4966
13	26	208	349	358	26.06	0.4966	0	347	358	0	0	Begin	End	208	208	6.988	0.4966
14	28	208	349	358	28.03	0.4966	0	347	358	0	0	Begin	End	208	208	6.988	0.4966
15	30	208	349	357	30.03	0.4966	0	347	358	0	0	Begin	End	208	208	6.988	0.4966
16	32	208	349	358	32.05	0.4966	0	347	358	0	0	Begin	End	208	208	6.988	0.4966
17	34	208	349	358	34.05	0.4966	0	347	358	0	0	Begin	End	208	208	6.988	0.4966
18	36	208	348	359	36.03	0.4966	0	347	358	0.2483	0.1247	Begin	End	208	208	6.988	0.4966
19	38	208	348	358	38.03	0	0	346	358	0.2483	0.1242	Begin	End	208	208	6.988	0.4966
20	40	208	349	357	40.03	0	0	346	358	0.3512	0.1756	Begin	End	208	208	6.988	0.4966
21	42	208	349	356	42.03	0.4966	-0.4966	347	357	0.5995	0.2997	Begin	End	208	208	6.988	0.4966
22	44	208	348	357	44.03	0	-0.4966	346	357	0.2483	0.1236	Begin	End	208	208	6.988	0.4966
23	46	208	349	356	46.05	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
24	48	208	349	356	48.01	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
25	50	208	348	357	50.03	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
26	52	208	348	356	52.03	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
27	54	208	347	358	54.05	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
28	56	208	348	356	56.03	0	-0.4966	346	357	0.2483	0.1252	Begin	End	208	208	6.988	0.4966
29	58	208	348	355	58.01	0	-0.9932	346	356	0.4966	0.2473	Begin	End	208	208	6.988	0.4966
30	60	208	349	355	60.05	0	-0.4966	346	357	0.2483	0.1231	Begin	End	208	208	6.988	0.4966
31	62	208	349	354	62.05	0	-0.4966	346	357	0	0	Begin	End	208	208	6.988	0.4966
0	0	210	467	359	0	0	0	467	359	0.7023	0.346	Begin	End	210	210	34.72	4.916
1	2	210	466	358	2.03	-0.4966	-0.4966	466	358	0.5995	0.2963	Begin	End	210	210	34.72	4.916
2	4	210	465	357	4.047	0	-0.4966	467	358	0.5995	0.2985	Begin	End	210	210	34.72	4.916
3	6	210	464	356	6.047	-0.4966	-0.9932	466	357	0.3512	0.1763	Begin	End	210	210	34.72	4.916
4	8	210	463	356	8.03	-0.4966	-0.9932	466	357	0	0	Begin	End	210	210	34.72	4.916
5	10	210	464	356	10.03	-0.4966	-0.9932	466	357	0.3512	0.1748	Begin	End	210	210	34.72	4.916
6	12	210	464	356	12.05	-0.9932	-1.49	465	356	0.5995	0.2985	Begin	End	210	210	34.72	4.916
7	14	210	462	356	14.05	-0.9932	-0.9932	465	357	0.4966	0.2494	Begin	End	210	210	34.72	4.916
8	16	210	463	355	16.03	-0.9932	-1.49	465	356	0.4966	0.2483	Begin	End	210	210	34.72	4.916
9	18	210	462	355	18.05	-0.9932	-0.9932	465	357	0.4966	0.2493	Begin	End	210	210	34.72	4.916
10	20	210	464	356	20.01	-0.4966	-0.9932	466	357	0.5995	0.2985	Begin	End	210	210	34.72	4.916
11	22	210	463	355	22.06	-0.9932	-1.49	465	356	0.5995	0.2997	Begin	End	210	210	34.72	4.916
12	24	210	464	355	24.01	-0.4966	-1.49	466	356	0.4966	0.2483	Begin	End	210	210	34.72	4.916
13	26	210	463	354	26.06	-0.9932	-1.49	465	356	0.4966	0.2473	Begin	End	210	210	34.72	4.916
14	28	210	464	356	28.03	-0.9932	-0.9932	465	357	0.4966	0.2504	Begin	End	210	210	34.72	4.916
15	30	210	464	356	30.03	-0.4966	-0.9932	466	357	0.4966	0.2473	Begin	End	210	210	34.72	4.916
16	32	210	464	355	32.05	-0.4966	-1.49	466	356	0.2483	0.1236	Begin	End	210	210	34.72	4.916
17	34	210	464	355	34.05	-0.4966	-1.49	466	356	0.2483	0.1247	Begin	End	210	210	34.72	4.916
18	36	210	463	355	36.03	-0.9932	-1.49	465	356	0.5995	0.301	Begin	End	210	210	34.72	4.916
19	38	210	463	355	38.03	-0.4966	-0.9932	466	357	0.5995	0.2997	Begin	End	210	210	34.72	4.916
20	40	210	465	355	40.03	-0.4966	-1.49	466	356	2.004	1.002	Begin	End	210	210	34.72	4.916
21	42	210	471	348	42.03	1.986	-3.973	471	351	2.107	1.053	Begin	End	210	210	34.72	4.916
22	44	210	472	345	44.03	2.483	-4.47	472	350	1.799	0.8957	Begin	End	210	210	34.72	4.916
23	46	210	473	353	46.05	0.9932	-1.986	469	355	3.804	1.909	Begin	End	210	210	34.72	4.916
24	48	210	457	358	48.01	-3.476	-0.4966	460	358	4.604	2.312	Begin	End	210	210	34.72	4.916
25	50	210	468	359	50.03	0.9932	0	469	359	4.056	2.02	Begin	End	210	210	34.72	4.916
26	52	210	472	349	52.03	1.986	-3.476	471	352	3.074	1.53	Begin	End	210	210	34.72	4.916
27	54	210	469	338	54.05	2.483	-5.959	472	347	2.161	1.081	Begin	End	210	210	34.72	4.916
28	56	210	475	352	56.03	3.476	-4.47	474	350	1.144	0.5766	Begin	End	210	210	34.72	4.916
29	58	210	475	353	58.01	3.476	-3.973	474	351	0.2483	0.1236	Begin	End	210	210	34.72	4.916
30	60	210	475	353	60.05	3.476	-3.973	474	351	0.2483	0.1231	Begin	End	210	210	34.72	4.916
31	62	210	476	353	62.05	3.476	-3.476	474	352	0.4966	0.2483	Begin	End	210	210	34.72	4.916
0	0	211	49	359	0	0	0	47	362	0.7023	0.346	Begin	End	211	211	31.29	8.428
1	2	211	50	359	2.03	0.4966	-0.4966	48	361	0.9064	0.4479	Begin	End	211	211	31.29	8.428
2	4	211	48	354	4.047	-0.4966	-0.9932	46	360	1.34	0.6674	Begin	End	211	211	31.29	8.428
3	6	211	47	350	6.047	0	-2.483	47	357	1.282	0.6436	Begin	End	211	211	31.29	8.428
4	8	211	48	353	8.03	0	-1.49	47	359	0.8478	0.4257	Begin	End	211	211	31.29	8.428
5	10	211	47	359	10.03	-0.4966	-0.9932	46	360	0.7023	0.3497	Begin	End	211	211	31.29	8.428
6	12	211	48	359	12.05	0	-0.4966	47	361	0.7023	0.3497	Begin	End	211	211	31.29	8.428
7	14	211	47	366	14.05	0.4966	0	48	362	1.053	0.529	Begin	End	211	211	31.29	8.428
8	16	211	45	354	16.03	-0.4966	-0.9932	46	360	1.258	0.6288	Begin	End	211	211	31.29	8.428
9	18	211	47	353	18.05	0.4966	-1.49	48	359	1.579	0.7927	Begin	End	211	211	31.29	8.428
10	20	211	47	356	20.01	0.9932	0.4966	49	363	1.375	0.6846	Begin	End	211	211	31.29	8.428
11	22	211	49	360	22.06	0.4966	0.9932	48	364	0.9064	0.4532	Begin	End	211	211	31.29	8.428
12	24	211	49	358	24.01	1.49	1.49	50	365	1.3	0.6501	Begin	End	211	211	31.29	8.428
13	26	211	46	356	26.06	0	1.49	47	365	1.096	0.5459	Begin	End	211	211	31.29	8.428
14	28	211	46	359	28.03	-0.4966	0.9932	46	364	0.8478	0.4275	Begin	End	211	211	31.29	8.428
15	30	211	44	368	30.03	-1.49	0.9932	44	364	0.7449	0.3709	Begin	End	211	211	31.29	8.428
16	32	211	42	355	32.05	-1.49	0.4966	44	363	0.5995	0.2985	Begin	End	211	211	31.29	8.428
17	34	211	45	359	34.05	-0.9932	0.9932	45	364	0.5995	0.301	Begin	End	211	211	31.29	8.428
18	36	211	44	355	36.03	-0.9932	0.4966	45	363	0.4966	0.2494	Begin	End	211	211	31.29	8.428
19	38	211	42	355	38.03	-0.9932	0.9932	45	364	1.034	0.5168	Begin	End	211	211	31.29	8.428
20	40	211	45	361	40.03	-0.4966	2.483	46	367	1.034	0.5168	Begin	End	211	211	31.29	8.428
21	42	211	43	360	42.03	-0.9932	2.483	45	367	0.8035	0.4018	Begin	End	211	211	31.29	8.428
