Timepoint	Time [s]	Object ID	X	Y	Tracked Nuclei - Age [s]	Tracked Nuclei - Current Displacement X [µm]	Tracked Nuclei - Current Displacement Y [µm]	Tracked Nuclei - Track Point X	Tracked Nuclei - Track Point Y	Tracked Nuclei - Current Step Size [µm]	Tracked Nuclei - Current Speed [µm/s]	Tracks: Tracked Nuclei - Start Type	Tracks: Tracked Nuclei - End Type	Tracks: Tracked Nuclei - Parent ID	Tracks: Tracked Nuclei - Root ID	Tracks: Tracked Nuclei - Accumulated Distance [µm]	Tracks: Tracked Nuclei - Displacement [µm]
27	54	264	605	456	54.05	-1.49	-0.9932	606	459	0.7023	0.3512	Begin	End	264	264	12.69	3.141
28	56	264	605	455	56.03	-1.986	-1.49	605	458	0.3512	0.177	Begin	End	264	264	12.69	3.141
29	58	264	604	456	58.01	-1.986	-1.49	605	458	0.3512	0.1748	Begin	End	264	264	12.69	3.141
30	60	264	603	457	60.05	-2.483	-0.9932	604	459	0.5995	0.2973	Begin	End	264	264	12.69	3.141
31	62	264	603	457	62.05	-2.98	-0.9932	603	459	0.4966	0.2483	Begin	End	264	264	12.69	3.141
0	0	265	171	459	0	0	0	170	463	0.9932	0.4893	Begin	End	265	265	25.56	4.991
1	2	265	170	456	2.03	0	-0.9932	170	461	1.052	0.5198	Begin	End	265	265	25.56	4.991
2	4	265	169	454	4.047	-0.9932	-1.49	168	460	1.052	0.5237	Begin	End	265	265	25.56	4.991
3	6	265	168	453	6.047	-0.9932	-2.483	168	458	0.4966	0.2494	Begin	End	265	265	25.56	4.991
4	8	265	166	452	8.03	-0.9932	-2.483	168	458	0.2483	0.1247	Begin	End	265	265	25.56	4.991
5	10	265	168	452	10.03	-0.9932	-2.98	168	457	0.9932	0.4945	Begin	End	265	265	25.56	4.991
6	12	265	168	452	12.05	-0.9932	-4.47	168	454	1.53	0.7618	Begin	End	265	265	25.56	4.991
7	14	265	169	451	14.05	-0.4966	-2.98	169	457	1.282	0.6436	Begin	End	265	265	25.56	4.991
8	16	265	168	453	16.03	-0.4966	-1.986	169	459	0.9932	0.4966	Begin	End	265	265	25.56	4.991
9	18	265	169	457	18.05	-0.4966	-0.9932	169	461	1.052	0.528	Begin	End	265	265	25.56	4.991
10	20	265	170	462	20.01	0	-1.986	170	459	0.9064	0.4513	Begin	End	265	265	25.56	4.991
11	22	265	168	461	22.06	-0.4966	-2.483	169	458	0.3512	0.1756	Begin	End	265	265	25.56	4.991
12	24	265	170	452	24.01	-0.4966	-2.483	169	458	0.5552	0.2776	Begin	End	265	265	25.56	4.991
13	26	265	172	452	26.06	0	-3.476	170	456	1.11	0.553	Begin	End	265	265	25.56	4.991
14	28	265	167	456	28.03	-0.9932	-2.98	168	457	1.11	0.56	Begin	End	265	265	25.56	4.991
15	30	265	170	451	30.03	0	-3.476	170	456	0.8035	0.4001	Begin	End	265	265	25.56	4.991
16	32	265	170	451	32.05	0	-3.973	170	455	0.4966	0.2473	Begin	End	265	265	25.56	4.991
17	34	265	169	451	34.05	0	-4.47	170	454	0.4966	0.2494	Begin	End	265	265	25.56	4.991
18	36	265	168	449	36.03	0	-4.966	170	453	0.5995	0.301	Begin	End	265	265	25.56	4.991
19	38	265	168	450	38.03	-0.4966	-5.463	169	452	0.5995	0.2997	Begin	End	265	265	25.56	4.991
20	40	265	168	450	40.03	-0.9932	-5.463	168	452	0.7449	0.3725	Begin	End	265	265	25.56	4.991
21	42	265	167	448	42.03	-0.9932	-6.456	168	450	0.8478	0.4239	Begin	End	265	265	25.56	4.991
22	44	265	167	447	44.03	-1.49	-6.953	167	449	0.3512	0.1748	Begin	End	265	265	25.56	4.991
23	46	265	167	447	46.05	-1.49	-6.953	167	449	0.7023	0.3526	Begin	End	265	265	25.56	4.991
24	48	265	164	450	48.01	-2.483	-5.959	165	451	0.7023	0.3527	Begin	End	265	265	25.56	4.991
25	50	265	164	451	50.03	-2.483	-5.959	165	451	0.3512	0.1749	Begin	End	265	265	25.56	4.991
26	52	265	165	450	52.03	-1.986	-6.456	166	450	1.053	0.5245	Begin	End	265	265	25.56	4.991
27	54	265	166	450	54.05	-0.9932	-5.463	168	452	1.053	0.5267	Begin	End	265	265	25.56	4.991
28	56	265	168	450	56.03	-0.4966	-5.959	169	451	0.9064	0.457	Begin	End	265	265	25.56	4.991
29	58	265	166	446	58.01	-1.49	-6.456	167	450	1.34	0.6674	Begin	End	265	265	25.56	4.991
30	60	265	168	447	60.05	-0.9932	-4.966	168	453	1.034	0.5125	Begin	End	265	265	25.56	4.991
31	62	265	167	447	62.05	-0.4966	-4.966	169	453	0.4966	0.2483	Begin	End	265	265	25.56	4.991
0	0	267	91	464	0	0	0	92	465	0.4966	0.2446	Begin	End	267	267	15.05	2.98
1	2	267	90	465	2.03	-0.4966	0	91	465	0.4966	0.2454	Begin	End	267	267	15.05	2.98
2	4	267	89	466	4.047	-0.4966	0.4966	91	466	0.4966	0.2473	Begin	End	267	267	15.05	2.98
3	6	267	88	466	6.047	-0.4966	0.9932	91	467	0.5995	0.301	Begin	End	267	267	15.05	2.98
4	8	267	87	468	8.03	-0.9932	1.49	90	468	0.5995	0.301	Begin	End	267	267	15.05	2.98
5	10	267	89	468	10.03	-0.4966	1.49	91	468	0.8035	0.4001	Begin	End	267	267	15.05	2.98
6	12	267	94	469	12.05	0	2.483	92	470	0.8035	0.4001	Begin	End	267	267	15.05	2.98
7	14	267	93	470	14.05	0	2.98	92	471	0.4966	0.2494	Begin	End	267	267	15.05	2.98
8	16	267	93	469	16.03	0	2.483	92	470	0.5995	0.2997	Begin	End	267	267	15.05	2.98
9	18	267	94	469	18.05	-0.4966	2.98	91	471	0.5995	0.3009	Begin	End	267	267	15.05	2.98
10	20	267	91	470	20.01	0	2.98	92	471	0.4966	0.2473	Begin	End	267	267	15.05	2.98
11	22	267	87	471	22.06	0	2.483	92	470	0.4966	0.2483	Begin	End	267	267	15.05	2.98
12	24	267	89	472	24.01	0	2.98	92	471	0.4966	0.2483	Begin	End	267	267	15.05	2.98
13	26	267	92	472	26.06	0	3.476	92	472	0.4966	0.2473	Begin	End	267	267	15.05	2.98
14	28	267	98	469	28.03	-0.4966	3.476	91	472	0.4966	0.2504	Begin	End	267	267	15.05	2.98
15	30	267	93	471	30.03	-0.4966	2.98	91	471	0.5995	0.2985	Begin	End	267	267	15.05	2.98
16	32	267	97	470	32.05	0	3.476	92	472	0.7023	0.3497	Begin	End	267	267	15.05	2.98
17	34	267	95	470	34.05	-0.4966	2.98	91	471	0.5995	0.301	Begin	End	267	267	15.05	2.98
18	36	267	93	470	36.03	-0.4966	2.483	91	470	0.4966	0.2494	Begin	End	267	267	15.05	2.98
19	38	267	91	471	38.03	-0.4966	2.98	91	471	0.4966	0.2483	Begin	End	267	267	15.05	2.98
20	40	267	93	471	40.03	-0.4966	3.476	91	472	0.4966	0.2483	Begin	End	267	267	15.05	2.98
21	42	267	87	471	42.03	-0.4966	2.98	91	471	0.5995	0.2997	Begin	End	267	267	15.05	2.98
22	44	267	87	470	44.03	-0.9932	2.483	90	470	0.5995	0.2985	Begin	End	267	267	15.05	2.98
23	46	267	87	470	46.05	-0.4966	2.483	91	470	0.4966	0.2493	Begin	End	267	267	15.05	2.98
24	48	267	97	469	48.01	-0.4966	2.98	91	471	0.4966	0.2494	Begin	End	267	267	15.05	2.98
25	50	267	97	469	50.03	-0.4966	2.483	91	470	0.2483	0.1237	Begin	End	267	267	15.05	2.98
26	52	267	96	469	52.03	-0.4966	2.483	91	470	0	0	Begin	End	267	267	15.05	2.98
27	54	267	96	469	54.05	-0.4966	2.483	91	470	0	0	Begin	End	267	267	15.05	2.98
28	56	267	96	469	56.03	-0.4966	2.483	91	470	0.2483	0.1252	Begin	End	267	267	15.05	2.98
29	58	267	94	470	58.01	-0.4966	2.98	91	471	0.2483	0.1236	Begin	End	267	267	15.05	2.98
30	60	267	96	470	60.05	-0.4966	2.98	91	471	0.2483	0.1231	Begin	End	267	267	15.05	2.98
31	62	267	98	469	62.05	0	2.98	92	471	0.4966	0.2483	Begin	End	267	267	15.05	2.98
0	0	268	287	470	0	0	0	288	475	0.7023	0.346	Begin	End	268	268	19.7	1.986
1	2	268	288	479	2.03	-0.4966	0.4966	287	476	0.7023	0.3471	Begin	End	268	268	19.7	1.986
2	4	268	288	471	4.047	0	0	288	475	0.7023	0.3497	Begin	End	268	268	19.7	1.986
3	6	268	288	469	6.047	-0.4966	-0.4966	287	474	0.9064	0.4551	Begin	End	268	268	19.7	1.986
4	8	268	289	472	8.03	0.4966	0	289	475	0.9064	0.4551	Begin	End	268	268	19.7	1.986
5	10	268	289	467	10.03	0	-0.4966	288	474	0.5995	0.2985	Begin	End	268	268	19.7	1.986
6	12	268	289	471	12.05	0.4966	-0.4966	289	474	0.4966	0.2473	Begin	End	268	268	19.7	1.986
7	14	268	292	469	14.05	0.9932	-0.4966	290	474	0.5995	0.301	Begin	End	268	268	19.7	1.986
8	16	268	290	468	16.03	0.4966	-0.9932	289	473	1.053	0.5267	Begin	End	268	268	19.7	1.986
9	18	268	287	468	18.05	-0.4966	-1.986	287	471	1.488	0.7468	Begin	End	268	268	19.7	1.986
10	20	268	292	467	20.01	0.9932	-1.49	290	472	1.034	0.5146	Begin	End	268	268	19.7	1.986
11	22	268	292	466	22.06	0.9932	-1.986	290	471	0.5995	0.2997	Begin	End	268	268	19.7	1.986
12	24	268	290	464	24.01	0.4966	-2.483	289	470	0.3512	0.1756	Begin	End	268	268	19.7	1.986
13	26	268	289	465	26.06	0.4966	-2.483	289	470	0	0	Begin	End	268	268	19.7	1.986
14	28	268	290	463	28.03	0.4966	-2.483	289	470	0.3512	0.1771	Begin	End	268	268	19.7	1.986
15	30	268	291	466	30.03	0.9932	-1.986	290	471	0.7023	0.3497	Begin	End	268	268	19.7	1.986
16	32	268	290	464	32.05	0.4966	-2.483	289	470	0.5995	0.2985	Begin	End	268	268	19.7	1.986
17	34	268	289	463	34.05	0	-2.483	288	470	0.2483	0.1247	Begin	End	268	268	19.7	1.986
18	36	268	288	464	36.03	0	-2.483	288	470	0.2483	0.1247	Begin	End	268	268	19.7	1.986
19	38	268	289	464	38.03	0	-1.986	288	471	0.2483	0.1242	Begin	End	268	268	19.7	1.986
20	40	268	289	467	40.03	0	-1.986	288	471	0.2483	0.1242	Begin	End	268	268	19.7	1.986
21	42	268	291	466	42.03	0.4966	-1.986	289	471	0.2483	0.1242	Begin	End	268	268	19.7	1.986
22	44	268	291	467	44.03	0.4966	-1.986	289	471	0	0	Begin	End	268	268	19.7	1.986
23	46	268	291	467	46.05	0.4966	-1.986	289	471	0.5552	0.2787	Begin	End	268	268	19.7	1.986
24	48	268	291	469	48.01	1.49	-1.49	291	472	0.8035	0.4035	Begin	End	268	268	19.7	1.986
25	50	268	292	471	50.03	1.49	-0.9932	291	473	0.8035	0.4002	Begin	End	268	268	19.7	1.986
26	52	268	293	473	52.03	1.986	0	292	475	0.8035	0.4001	Begin	End	268	268	19.7	1.986
27	54	268	294	471	54.05	1.986	-0.4966	292	474	0.5995	0.2997	Begin	End	268	268	19.7	1.986
28	56	268	294	473	56.03	2.483	0	293	475	1.096	0.5526	Begin	End	268	268	19.7	1.986
29	58	268	296	469	58.01	2.483	-1.49	293	472	0.9932	0.4945	Begin	End	268	268	19.7	1.986
30	60	268	295	470	60.05	2.483	-0.9932	293	473	0.8035	0.3985	Begin	End	268	268	19.7	1.986
31	62	268	294	472	62.05	1.986	0	292	475	1.11	0.5552	Begin	End	268	268	19.7	1.986
0	0	270	707	475	0	0	0	705	479	0.4966	0.2446	Begin	End	270	270	21.97	3.512
1	2	270	706	474	2.03	0	-0.4966	705	478	0.2483	0.1227	Begin	End	270	270	21.97	3.512
2	4	270	707	474	4.047	0	-0.4966	705	478	0	0	Begin	End	270	270	21.97	3.512
3	6	270	705	476	6.047	0	-0.4966	705	478	0.3512	0.1763	Begin	End	270	270	21.97	3.512
4	8	270	706	479	8.03	0.4966	0	706	479	0.7023	0.3527	Begin	End	270	270	21.97	3.512
5	10	270	705	478	10.03	0	0.4966	705	480	0.7023	0.3497	Begin	End	270	270	21.97	3.512
6	12	270	707	477	12.05	0.4966	0.9932	706	481	0.5995	0.2985	Begin	End	270	270	21.97	3.512
7	14	270	706	480	14.05	0.4966	1.49	706	482	0.7449	0.374	Begin	End	270	270	21.97	3.512
8	16	270	705	484	16.03	0.4966	0.4966	706	480	1.282	0.6409	Begin	End	270	270	21.97	3.512
9	18	270	706	482	18.05	0	1.986	705	483	1.488	0.7468	Begin	End	270	270	21.97	3.512
10	20	270	701	487	20.01	-0.9932	2.98	703	485	1.258	0.6261	Begin	End	270	270	21.97	3.512
11	22	270	705	485	22.06	0	2.483	705	484	1.052	0.5259	Begin	End	270	270	21.97	3.512
12	24	270	708	481	24.01	0.9932	2.483	707	484	0.4966	0.2483	Begin	End	270	270	21.97	3.512
13	26	270	706	485	26.06	0.9932	2.483	707	484	0.5552	0.2765	Begin	End	270	270	21.97	3.512
14	28	270	708	483	28.03	1.49	1.49	708	482	1.3	0.6556	Begin	End	270	270	21.97	3.512
15	30	270	709	476	30.03	1.49	0	708	479	0.9932	0.4945	Begin	End	270	270	21.97	3.512
16	32	270	707	481	32.05	1.49	0.4966	708	480	0.4966	0.2473	Begin	End	270	270	21.97	3.512
17	34	270	708	480	34.05	1.49	0.9932	708	481	0.4966	0.2494	Begin	End	270	270	21.97	3.512
18	36	270	709	482	36.03	1.986	0.9932	709	481	0.7449	0.374	Begin	End	270	270	21.97	3.512
19	38	270	707	478	38.03	1.986	0	709	479	1.052	0.5259	Begin	End	270	270	21.97	3.512
20	40	270	707	480	40.03	2.483	0.9932	710	481	0.8035	0.4018	Begin	End	270	270	21.97	3.512
21	42	270	710	481	42.03	2.98	0.9932	711	481	0.2483	0.1242	Begin	End	270	270	21.97	3.512
22	44	270	712	481	44.03	2.98	0.9932	711	481	0.2483	0.1236	Begin	End	270	270	21.97	3.512
23	46	270	713	480	46.05	3.476	0.9932	712	481	0.5995	0.3009	Begin	End	270	270	21.97	3.512
24	48	270	714	479	48.01	3.973	1.49	713	482	0.7023	0.3527	Begin	End	270	270	21.97	3.512
25	50	270	715	480	50.03	4.47	0.9932	714	481	0.5995	0.2985	Begin	End	270	270	21.97	3.512
26	52	270	714	477	52.03	4.47	0.4966	714	480	0.4966	0.2473	Begin	End	270	270	21.97	3.512
27	54	270	712	476	54.05	4.47	0.9932	714	481	0.9506	0.4753	Begin	End	270	270	21.97	3.512
28	56	270	711	480	56.03	3.476	1.986	712	483	1.053	0.5311	Begin	End	270	270	21.97	3.512
29	58	270	710	480	58.01	2.98	1.49	711	482	0.3512	0.1748	Begin	End	270	270	21.97	3.512
30	60	270	711	477	60.05	2.98	1.49	711	482	0.5552	0.2753	Begin	End	270	270	21.97	3.512
31	62	270	711	480	62.05	2.483	2.483	710	484	1.11	0.5552	Begin	End	270	270	21.97	3.512
0	0	272	1333	492	0	0	0	1337	490	0.4966	0.2446	Begin	End	272	272	12.16	2.483
1	2	272	1336	492	2.03	0	0.4966	1337	491	0.2483	0.1227	Begin	End	272	272	12.16	2.483
2	4	272	1335	491	4.047	0	0.4966	1337	491	0.2483	0.1236	Begin	End	272	272	12.16	2.483
3	6	272	1334	490	6.047	0	0	1337	490	0.4966	0.2494	Begin	End	272	272	12.16	2.483
4	8	272	1335	492	8.03	-0.4966	0	1336	490	0.2483	0.1247	Begin	End	272	272	12.16	2.483
5	10	272	1335	490	10.03	-0.4966	0	1336	490	0	0	Begin	End	272	272	12.16	2.483
6	12	272	1335	490	12.05	-0.4966	0	1336	490	0	0	Begin	End	272	272	12.16	2.483
7	14	272	1336	490	14.05	-0.4966	0	1336	490	0	0	Begin	End	272	272	12.16	2.483
8	16	272	1335	491	16.03	-0.4966	0	1336	490	0.2483	0.1242	Begin	End	272	272	12.16	2.483
9	18	272	1335	491	18.05	-0.4966	-0.4966	1336	489	0.4966	0.2493	Begin	End	272	272	12.16	2.483
10	20	272	1335	490	20.01	-0.4966	-0.9932	1336	488	0.4966	0.2473	Begin	End	272	272	12.16	2.483
11	22	272	1336	491	22.06	-0.4966	-0.4966	1336	489	0.5995	0.2997	Begin	End	272	272	12.16	2.483
12	24	272	1336	491	24.01	0	0	1337	490	0.3512	0.1756	Begin	End	272	272	12.16	2.483
13	26	272	1336	491	26.06	0	0	1337	490	0.3512	0.1749	Begin	End	272	272	12.16	2.483
14	28	272	1335	491	28.03	-0.4966	0.4966	1336	491	0.5995	0.3023	Begin	End	272	272	12.16	2.483
15	30	272	1336	490	30.03	-0.4966	0	1336	490	0.4966	0.2473	Begin	End	272	272	12.16	2.483
16	32	272	1336	492	32.05	-0.4966	0.4966	1336	491	0.4966	0.2473	Begin	End	272	272	12.16	2.483
17	34	272	1338	493	34.05	-0.4966	0.9932	1336	492	0.2483	0.1247	Begin	End	272	272	12.16	2.483
18	36	272	1336	494	36.03	-0.4966	0.9932	1336	492	0.2483	0.1247	Begin	End	272	272	12.16	2.483
19	38	272	1336	494	38.03	-0.4966	1.49	1336	493	0.2483	0.1242	Begin	End	272	272	12.16	2.483
20	40	272	1335	494	40.03	-0.4966	1.49	1336	493	0.2483	0.1242	Begin	End	272	272	12.16	2.483
21	42	272	1333	494	42.03	-0.9932	1.49	1335	493	0.4966	0.2483	Begin	End	272	272	12.16	2.483
22	44	272	1334	496	44.03	-0.9932	0.9932	1335	492	0.4966	0.2473	Begin	End	272	272	12.16	2.483
23	46	272	1333	495	46.05	-1.49	0.9932	1334	492	0.8035	0.4034	Begin	End	272	272	12.16	2.483
24	48	272	1334	497	48.01	-0.9932	1.986	1335	494	0.8035	0.4035	Begin	End	272	272	12.16	2.483
25	50	272	1335	497	50.03	-0.4966	1.986	1336	494	0.4966	0.2473	Begin	End	272	272	12.16	2.483
26	52	272	1335	495	52.03	-0.9932	1.986	1335	494	0.2483	0.1236	Begin	End	272	272	12.16	2.483
27	54	272	1335	494	54.05	-0.9932	1.986	1335	494	0.3512	0.1756	Begin	End	272	272	12.16	2.483
28	56	272	1334	495	56.03	-1.49	2.483	1334	495	0.5995	0.3022	Begin	End	272	272	12.16	2.483
29	58	272	1334	495	58.01	-1.49	1.986	1334	494	0.4966	0.2473	Begin	End	272	272	12.16	2.483
30	60	272	1333	494	60.05	-1.49	1.49	1334	493	0.4966	0.2463	Begin	End	272	272	12.16	2.483
31	62	272	1333	494	62.05	-1.49	1.986	1334	494	0.4966	0.2483	Begin	End	272	272	12.16	2.483
0	0	274	963	481	0	0	0	960	485	0.7023	0.346	Begin	End	274	274	17.72	2.896
1	2	274	963	479	2.03	-0.4966	-0.4966	959	484	0.5995	0.2963	Begin	End	274	274	17.72	2.896
2	4	274	962	482	4.047	0	-0.4966	960	484	0.5995	0.2985	Begin	End	274	274	17.72	2.896
3	6	274	962	479	6.047	-0.4966	-0.9932	959	483	0.7023	0.3527	Begin	End	274	274	17.72	2.896
4	8	274	958	484	8.03	-0.9932	-1.49	958	482	0.5995	0.301	Begin	End	274	274	17.72	2.896
5	10	274	959	484	10.03	-0.4966	-1.49	959	482	0.2483	0.1236	Begin	End	274	274	17.72	2.896
6	12	274	962	478	12.05	-0.4966	-1.49	959	482	0.2483	0.1236	Begin	End	274	274	17.72	2.896
7	14	274	961	478	14.05	-0.4966	-1.986	959	481	0.8035	0.4035	Begin	End	274	274	17.72	2.896
8	16	274	959	474	16.03	-1.49	-2.483	957	480	0.8035	0.4018	Begin	End	274	274	17.72	2.896
9	18	274	960	474	18.05	-0.9932	-2.483	958	480	0.8035	0.4034	Begin	End	274	274	17.72	2.896
10	20	274	958	473	20.01	-1.49	-3.476	957	478	0.8035	0.4001	Begin	End	274	274	17.72	2.896
11	22	274	959	475	22.06	-1.49	-2.98	957	479	0.5995	0.2997	Begin	End	274	274	17.72	2.896
12	24	274	960	479	24.01	-0.9932	-2.483	958	480	0.5995	0.2997	Begin	End	274	274	17.72	2.896
13	26	274	961	476	26.06	-0.9932	-1.986	958	481	0.5995	0.2985	Begin	End	274	274	17.72	2.896
14	28	274	960	482	28.03	-0.4966	-1.49	959	482	0.5995	0.3023	Begin	End	274	274	17.72	2.896
15	30	274	959	483	30.03	-0.9932	-1.49	958	482	0.4966	0.2473	Begin	End	274	274	17.72	2.896
16	32	274	958	482	32.05	-1.49	-1.49	957	482	0.4966	0.2473	Begin	End	274	274	17.72	2.896
17	34	274	957	483	34.05	-1.986	-1.49	956	482	0.5995	0.301	Begin	End	274	274	17.72	2.896
18	36	274	956	480	36.03	-2.483	-1.986	955	481	0.5995	0.301	Begin	End	274	274	17.72	2.896
19	38	274	956	480	38.03	-2.483	-2.483	955	480	0.4966	0.2483	Begin	End	274	274	17.72	2.896
20	40	274	955	480	40.03	-2.483	-1.986	955	481	0.5995	0.2997	Begin	End	274	274	17.72	2.896
21	42	274	956	483	42.03	-1.986	-2.483	956	480	0.9064	0.4532	Begin	End	274	274	17.72	2.896
22	44	274	959	476	44.03	-1.49	-1.49	957	482	0.8035	0.4001	Begin	End	274	274	17.72	2.896
23	46	274	960	479	46.05	-0.9932	-1.49	958	482	0.5995	0.3009	Begin	End	274	274	17.72	2.896
24	48	274	958	483	48.01	-1.49	-0.9932	957	483	0.7023	0.3527	Begin	End	274	274	17.72	2.896
25	50	274	958	484	50.03	-0.9932	-1.49	958	482	0.5995	0.2985	Begin	End	274	274	17.72	2.896
26	52	274	961	475	52.03	-0.9932	-1.986	958	481	0.2483	0.1236	Begin	End	274	274	17.72	2.896
27	54	274	961	478	54.05	-0.9932	-1.986	958	481	0.2483	0.1242	Begin	End	274	274	17.72	2.896
28	56	274	961	479	56.03	-0.4966	-1.986	959	481	0.2483	0.1252	Begin	End	274	274	17.72	2.896
29	58	274	961	478	58.01	-0.4966	-1.986	959	481	0.5552	0.2764	Begin	End	274	274	17.72	2.896
30	60	274	959	478	60.05	-1.49	-2.483	957	480	0.5552	0.2753	Begin	End	274	274	17.72	2.896
31	62	274	959	478	62.05	-1.49	-2.483	957	480	0	0	Begin	End	274	274	17.72	2.896
0	0	275	996	478	0	0	0	1004	482	0.4966	0.2446	Begin	End	275	275	22.6	6.663
1	2	275	995	480	2.03	0	0.4966	1004	483	1.034	0.5108	Begin	End	275	275	22.6	6.663
2	4	275	995	482	4.047	-1.49	0	1001	482	1.136	0.5658	Begin	End	275	275	22.6	6.663
3	6	275	993	480	6.047	-0.9932	0.4966	1002	483	0.9064	0.4551	Begin	End	275	275	22.6	6.663
4	8	275	995	481	8.03	-1.986	0	1000	482	1.34	0.6731	Begin	End	275	275	22.6	6.663
5	10	275	996	479	10.03	-1.49	-1.49	1001	479	0.7852	0.3909	Begin	End	275	275	22.6	6.663
6	12	275	996	480	12.05	-1.49	-1.49	1001	479	0.2483	0.1236	Begin	End	275	275	22.6	6.663
7	14	275	1004	480	14.05	-1.986	-1.49	1000	479	0.7449	0.374	Begin	End	275	275	22.6	6.663
8	16	275	996	477	16.03	-1.986	-2.483	1000	477	1.052	0.5259	Begin	End	275	275	22.6	6.663
9	18	275	995	476	18.05	-2.98	-2.98	998	476	1.052	0.528	Begin	End	275	275	22.6	6.663
10	20	275	1004	474	20.01	-2.98	-3.973	998	474	1.052	0.5237	Begin	End	275	275	22.6	6.663
11	22	275	989	470	22.06	-3.476	-4.966	997	472	0.5552	0.2776	Begin	End	275	275	22.6	6.663
12	24	275	991	471	24.01	-3.476	-4.966	997	472	0.3512	0.1756	Begin	End	275	275	22.6	6.663
13	26	275	1002	470	26.06	-3.973	-5.463	996	471	0.5995	0.2985	Begin	End	275	275	22.6	6.663
14	28	275	999	471	28.03	-4.47	-5.463	995	471	0.7449	0.3757	Begin	End	275	275	22.6	6.663
15	30	275	1002	470	30.03	-3.476	-5.463	997	471	0.7449	0.3709	Begin	End	275	275	22.6	6.663
16	32	275	1003	469	32.05	-3.476	-4.966	997	472	0.7449	0.3709	Begin	End	275	275	22.6	6.663
17	34	275	1001	470	34.05	-3.476	-5.959	997	470	0.7449	0.374	Begin	End	275	275	22.6	6.663
18	36	275	988	468	36.03	-3.973	-5.959	996	470	0.4966	0.2494	Begin	End	275	275	22.6	6.663
19	38	275	989	467	38.03	-3.476	-5.959	997	470	0.2483	0.1242	Begin	End	275	275	22.6	6.663
20	40	275	1002	469	40.03	-3.476	-5.959	997	470	0.2483	0.1242	Begin	End	275	275	22.6	6.663
21	42	275	1004	466	42.03	-3.973	-5.959	996	470	0.4966	0.2483	Begin	End	275	275	22.6	6.663
22	44	275	1004	466	44.03	-4.47	-5.959	995	470	0.9932	0.4945	Begin	End	275	275	22.6	6.663
23	46	275	1007	467	46.05	-2.98	-5.959	998	470	1.49	0.7479	Begin	End	275	275	22.6	6.663
24	48	275	987	467	48.01	-4.47	-5.959	995	470	0.7449	0.374	Begin	End	275	275	22.6	6.663
25	50	275	987	467	50.03	-4.47	-5.959	995	470	0.4966	0.2473	Begin	End	275	275	22.6	6.663
26	52	275	986	466	52.03	-5.463	-5.959	993	470	0.8478	0.4221	Begin	End	275	275	22.6	6.663
27	54	275	986	466	54.05	-4.966	-6.456	994	469	0.9064	0.4532	Begin	End	275	275	22.6	6.663
28	56	275	988	468	56.03	-3.973	-5.959	996	470	0.8035	0.4051	Begin	End	275	275	22.6	6.663
29	58	275	1005	466	58.01	-3.476	-5.959	997	470	0.2483	0.1236	Begin	End	275	275	22.6	6.663
30	60	275	1004	466	60.05	-3.476	-5.959	997	470	0.2483	0.1231	Begin	End	275	275	22.6	6.663
31	62	275	1007	467	62.05	-2.98	-5.959	998	470	0.4966	0.2483	Begin	End	275	275	22.6	6.663
0	0	276	629	492	0	0	0	629	490	0.4966	0.2446	Begin	End	276	276	21.55	2.483
1	2	276	630	491	2.03	0	-0.4966	629	489	1.359	0.6715	Begin	End	276	276	21.55	2.483
2	4	276	625	488	4.047	-1.986	-1.49	625	487	1.11	0.5529	Begin	End	276	276	21.55	2.483
3	6	276	624	486	6.047	-1.986	-1.49	625	487	0.2483	0.1247	Begin	End	276	276	21.55	2.483
4	8	276	625	488	8.03	-1.986	-0.9932	625	488	0.5995	0.301	Begin	End	276	276	21.55	2.483
5	10	276	624	488	10.03	-2.483	-0.4966	624	489	0.5995	0.2985	Begin	End	276	276	21.55	2.483
6	12	276	627	482	12.05	-1.986	-0.4966	625	489	0.4966	0.2473	Begin	End	276	276	21.55	2.483
7	14	276	626	480	14.05	-1.986	-0.9932	625	488	0.2483	0.1247	Begin	End	276	276	21.55	2.483
8	16	276	626	479	16.03	-1.986	-0.9932	625	488	0.2483	0.1242	Begin	End	276	276	21.55	2.483
9	18	276	625	479	18.05	-2.483	-0.9932	624	488	1.034	0.5188	Begin	End	276	276	21.55	2.483
10	20	276	626	486	20.01	-0.9932	-1.49	627	487	1.034	0.5146	Begin	End	276	276	21.55	2.483
11	22	276	626	484	22.06	-0.4966	-1.49	628	487	1.272	0.636	Begin	End	276	276	21.55	2.483
12	24	276	624	485	24.01	-2.483	-0.9932	624	488	1.024	0.5119	Begin	End	276	276	21.55	2.483
13	26	276	625	479	26.06	-2.483	-0.9932	624	488	0.2483	0.1237	Begin	End	276	276	21.55	2.483
14	28	276	625	479	28.03	-2.483	-1.49	624	487	0.5995	0.3023	Begin	End	276	276	21.55	2.483
15	30	276	625	479	30.03	-1.986	-0.9932	625	488	0.5995	0.2985	Begin	End	276	276	21.55	2.483
16	32	276	625	479	32.05	-1.49	-0.9932	626	488	0.4966	0.2473	Begin	End	276	276	21.55	2.483
17	34	276	626	479	34.05	-1.49	-1.49	626	487	0.2483	0.1247	Begin	End	276	276	21.55	2.483
18	36	276	626	480	36.03	-1.49	-1.49	626	487	0.2483	0.1247	Begin	End	276	276	21.55	2.483
